time,wealthlevels_bottom40,wealthlevels_next40,wealthlevels_top20,tot_hhs_bottom40,tot_hhs_next40,tot_hhs_top20,tot_wealth,sharebottom40,quantile_bottom40,sharenext40,quantile_next40,sharetop20,quantile_top20
2016-Q2,4.46907367455025e6,1.1294647996670999e7,5.093432178454025e7,50300871,50302897,25152309,6.66980434557615e7,6.700456929466651,88846.8447107059,16.93400197587857,224532.75398176367,76.36554109465477,2.0250356253392184e6
2016-Q3,4.6470611942235e6,1.1513998893969e7,5.1556926054153e7,50390965,50393618,25197162,6.77179861423455e7,6.862373586324938,92220.12704506652,17.002866667898516,228481.29090411807,76.13475974577655,2.0461401984141308e6
2016-Q4,4.863021962483e6,1.184852928811075e7,5.1223023820046e7,50480138,50483380,25241600,6.793457507063974e7,7.158390197372003,96335.35396600937,17.441088393929615,234701.58472175893,75.4005214086984,2.029309703824084e6
2017-Q1,4.865676068704001e6,1.2042655796744e7,5.2646318368944004e7,50568667,50572449,25285769,6.9554650234392e7,6.995471981107193,96219.18783629399,17.313947746356988,238126.80688538536,75.69058027253583,2.0820532833683644e6
2017-Q2,5.0122847463185005e6,1.2154614187712502e7,5.32279091055285e7,50656710,50660973,25329752,7.039480803955951e7,7.120247765292243,98946.11683858863,17.266350354818808,239920.66215768302,75.61340187988894,2.101398746641045e6
2017-Q3,5.140287225486001e6,1.2337158024846002e7,5.391057005351101e7,50744425,50749101,25373637,7.138801530384302e7,7.200490451524409,101297.5755560537,17.281833613578353,243101.0162100409,75.51767593489723,2.1246686099241907e6
2017-Q4,5.312474511425e6,1.27194437222725e7,5.50482793641e7,50831969,50836982,25417508,7.30801975977975e7,7.26937622782934,104510.50030001788,17.40477467271632,250200.60636708332,75.32584909945435,2.1657622519131303e6
2018-Q1,5.32993936062e6,1.2871754329892e7,5.5589246872472e7,50919502,50924766,25461448,7.3790940562984e7,7.223026729237376,104673.8312684205,17.44354284101496,252760.20570996832,75.33343042974766,2.183271229211787e6
2018-Q2,5.49614309771e6,1.2978404752462e7,5.60965781323165e7,51007181,51012603,25505545,7.45711259824885e7,7.3703367426698865,107752.33976780642,17.404061667929906,254415.65396029683,75.2256015894002,2.1993875501314127e6
2018-Q3,5.674163777157001e6,1.3171375277493002e7,5.692682633360401e7,51095165,51100640,25549883,7.577236538825402e7,7.4884342703079865,111050.894485946,17.382821837491147,257753.62652000057,75.12874389220086,2.2280660280755106e6
2018-Q4,5.741596294856501e6,1.29856482768025e7,5.3883102009600505e7,51183612,51189029,25594546,7.26103465812595e7,7.90740791800378,112176.45786421836,17.88401913530331,253680.30084732609,74.20857294669293,2.1052571907155733e6
2019-Q1,5.866136e6,1.3595772e7,5.7495028e7,51272681,51277917,25639620,7.6956936e7,7.622621565910576,114410.5571542085,17.666727271990144,265138.92910275585,74.71065116209928,2.242429021958984e6
2019-Q2,6.043947706912382e6,1.3781710304433368e7,5.8604326175564006e7,51362529,51367455,25685191,7.842998418690977e7,7.706169737977758,117672.3152964758,17.571991690817633,268296.5372614502,74.72183857120459,2.281638714524802e6
2019-Q3,6.245392935598111e6,1.3848302220750263e7,5.843281326954354e7,51453314,51457790,25731342,7.852650842589192e7,7.953228866010381,121379.79947410405,17.635194150799872,269119.6458446868,74.41157698318975,2.2708809073985936e6
2019-Q4,6.420535435926023e6,1.4257393733473241e7,6.056763968395855e7,51584536,51589024,25796965,8.124556885335782e7,7.90262844674595,124466.28260698172,17.548518565002322,276364.8665552045,74.54885298825172,2.347859125442026e6
